Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
The Motorcycle Diaries,"
The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.",R,126 min,"Adventure, Biography, Drama",Walter Salles,"Gael García Bernal, 
Rodrigo de la Serna, 
Mía Maestro, 
Mercedes Morán",7.7
Zulu,"
Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.",Not Rated,138 min,"Drama, History, War",Cy Endfield,"Stanley Baker, 
Jack Hawkins, 
Ulla Jacobsson, 
James Booth",7.7
Children of Heaven,"
After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",PG,89 min,"Drama, Family, Sport",Majid Majidi,"Mohammad Amir Naji, 
Amir Farrokh Hashemian, 
Bahare Seddiqi, 
Nafise Jafar-Mohammadi",8.2
Kaithi,"
Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",Not Rated,145 min,"Action, Adventure, Crime",Lokesh Kanagaraj,"Karthi, 
Narain, 
Arjun Das, 
George Maryan",8.4
The Double Life of Véronique,"
Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",R,98 min,"Drama, Fantasy, Music",Krzysztof Kieslowski,"Irène Jacob, 
Wladyslaw Kowalski, 
Halina Gryglaszewska, 
Kalina Jedrusik",7.7
When Marnie Was There,"
Due to 12-year-old Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie?",PG,103 min,"Animation, Drama, Family",Hiromasa Yonebayashi,"Sara Takatsuki, 
Kasumi Arimura, 
Nanako Matsushima, 
Susumu Terajima",7.7
The Little Prince,"
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",PG,108 min,"Animation, Adventure, Drama",Mark Osborne,"Jeff Bridges, 
Mackenzie Foy, 
Rachel McAdams, 
Marion Cotillard",7.7
The Lady Vanishes,"
While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Not Rated,96 min,"Mystery, Thriller",Alfred Hitchcock,"Margaret Lockwood, 
Michael Redgrave, 
Paul Lukas, 
May Whitty",7.7
Hard Boiled,"
A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.",R,128 min,"Action, Crime, Thriller",John Woo,"Chow Yun-Fat, 
Tony Leung Chiu-wai, 
Teresa Mo, 
Philip Chan",7.7
Black Narcissus,"
A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",Not Rated,101 min,Drama,"Michael Powell, 
Emeric Pressburger","Deborah Kerr, 
David Farrar, 
Flora Robson, 
Jenny Laird",7.7
Good Bye Lenin!,"
In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",R,121 min,"Comedy, Drama, Romance",Wolfgang Becker,"Daniel Brühl, 
Katrin Sass, 
Chulpan Khamatova, 
Florian Lukas",7.7
A Woman Under the Influence,"
Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",R,155 min,"Drama, Romance",John Cassavetes,"Gena Rowlands, 
Peter Falk, 
Fred Draper, 
Lady Rowlands",8.1
Sita Ramam,"
An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.",G,163 min,"Action, Drama, Mystery",Hanu Raghavapudi,"Dulquer Salmaan, 
Mrunal Thakur, 
Rashmika Mandanna, 
Sumanth",8.6
Cowboy Bebop: The Movie,"
A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.",TV-14,115 min,"Animation, Action, Crime","Shin'ichirô Watanabe, 
Mary Elizabeth McGlynn, 
Tensai Okamura, 
Hiroyuki Okiura, 
Yoshiyuki Takei","Beau Billingslea, 
Melissa Fahn, 
Nicholas Guest, 
Kôichi Yamadera",7.8
Fanny and Alexander,"
Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",R,188 min,Drama,Ingmar Bergman,"Bertil Guve, 
Pernilla Allwin, 
Kristina Adolphson, 
Börje Ahlstedt",8.1
Sardar Udham,"
A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.",TV-MA,164 min,"Biography, Crime, Drama",Shoojit Sircar,"Vicky Kaushal, 
Shaun Scott, 
Stephen Hogan, 
Amol Parashar",8.4
Marty,"
A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.",Not Rated,90 min,"Drama, Romance",Delbert Mann,"Ernest Borgnine, 
Betsy Blair, 
Esther Minciotti, 
Augusta Ciolli",7.7
Wait Until Dark,"
A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.",Not Rated,108 min,Thriller,Terence Young,"Audrey Hepburn, 
Alan Arkin, 
Richard Crenna, 
Efrem Zimbalist Jr.",7.7
Harvey,"
Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",Approved,104 min,"Comedy, Drama, Fantasy",Henry Koster,"James Stewart, 
Wallace Ford, 
William H. Lynn, 
Victoria Horne",7.9
K.G.F: Chapter 2,"
In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",Not Rated,168 min,"Action, Crime, Drama",Prashanth Neel,"Yash, 
Sanjay Dutt, 
Raveena Tandon, 
Srinidhi Shetty",8.3
Control,"
A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",R,122 min,"Biography, Drama, Music",Anton Corbijn,"Sam Riley, 
Samantha Morton, 
Craig Parkinson, 
Alexandra Maria Lara",7.6
96,"
Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.",Not Rated,158 min,"Drama, Romance",C. Prem Kumar,"Vijay Sethupathi, 
Adithya Bhaskar, 
Trisha Krishnan, 
Gouri Kishan",8.5
Elite Squad,"
In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",R,115 min,"Action, Crime, Drama",José Padilha,"Wagner Moura, 
André Ramiro, 
Caio Junqueira, 
Milhem Cortaz",8.0
The Diving Bell and the Butterfly,"
The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.",PG-13,112 min,"Biography, Drama",Julian Schnabel,"Mathieu Amalric, 
Emmanuelle Seigner, 
Marie-Josée Croze, 
Anne Consigny",8.0
The Battle of Algiers,"
In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Not Rated,121 min,"Drama, War",Gillo Pontecorvo,"Brahim Hadjadj, 
Jean Martin, 
Yacef Saadi, 
Samia Kerbash",8.1
The Adventures of Robin Hood,"
When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",PG,102 min,"Action, Adventure, Romance","Michael Curtiz, 
William Keighley","Errol Flynn, 
Olivia de Havilland, 
Basil Rathbone, 
Claude Rains",7.9
The Sea Inside,"
The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die.",PG-13,126 min,"Biography, Drama",Alejandro Amenábar,"Javier Bardem, 
Belén Rueda, 
Lola Dueñas, 
Mabel Rivera",8.0
Andrei Rublev,"
The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",R,205 min,"Biography, Drama, History",Andrei Tarkovsky,"Anatoliy Solonitsyn, 
Ivan Lapikov, 
Nikolay Grinko, 
Nikolay Sergeev",8.1
Ninja Scroll,"
A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.",Not Rated,94 min,"Animation, Action, Adventure",Yoshiaki Kawajiri,"Kôichi Yamadera, 
Emi Shinohara, 
Takeshi Aono, 
Osamu Saka",7.8
A Man for All Seasons,"
The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",G,120 min,"Biography, Drama, History",Fred Zinnemann,"Paul Scofield, 
Wendy Hiller, 
Robert Shaw, 
Leo McKern",7.7
Scarface,"
An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",PG,93 min,"Action, Crime, Drama","Howard Hawks, 
Richard Rosson","Paul Muni, 
Ann Dvorak, 
Karen Morley, 
Osgood Perkins",7.7
The Man Who Would Be King,"
Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",PG,129 min,"Adventure, War",John Huston,"Sean Connery, 
Michael Caine, 
Christopher Plummer, 
Saeed Jaffrey",7.8
Baahubali: The Beginning,"
A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage, his father's bravery in battle and a mission to overthrow the incumbent ruler.",Not Rated,159 min,"Action, Drama",S.S. Rajamouli,"Prabhas, 
Rana Daggubati, 
Anushka Shetty, 
Tamannaah Bhatia",8.0
Land of Mine,"
In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",R,100 min,"Drama, History, War",Martin Zandvliet,"Roland Møller, 
Louis Hofmann, 
Joel Basman, 
Mikkel Boe Følsgaard",7.8
His Girl Friday,"
A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.",Passed,92 min,"Comedy, Drama, Romance",Howard Hawks,"Cary Grant, 
Rosalind Russell, 
Ralph Bellamy, 
Gene Lockhart",7.8
Crimes and Misdemeanors,"
An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.",PG-13,104 min,"Comedy, Drama",Woody Allen,"Martin Landau, 
Woody Allen, 
Bill Bernstein, 
Claire Bloom",7.8
Key Largo,"
A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",Approved,100 min,"Action, Crime, Drama",John Huston,"Humphrey Bogart, 
Edward G. Robinson, 
Lauren Bacall, 
Lionel Barrymore",7.7
Cape Fear,"
A lawyer's family is stalked by a man he once helped put in jail.",Passed,106 min,"Drama, Thriller",J. Lee Thompson,"Gregory Peck, 
Robert Mitchum, 
Polly Bergen, 
Lori Martin",7.7
Guess Who's Coming to Dinner,"
A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.",Approved,108 min,"Comedy, Drama",Stanley Kramer,"Spencer Tracy, 
Sidney Poitier, 
Katharine Hepburn, 
Katharine Houghton",7.8
To Be or Not to Be,"
During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Passed,99 min,"Comedy, Romance, War",Ernst Lubitsch,"Carole Lombard, 
Jack Benny, 
Robert Stack, 
Felix Bressart",8.2
The Purple Rose of Cairo,"
In 1935 New Jersey, a movie character walks off the screen and into the real world.",PG,82 min,"Comedy, Fantasy, Romance",Woody Allen,"Mia Farrow, 
Jeff Daniels, 
Danny Aiello, 
Irving Metzman",7.7
Yi Yi: A One and a Two...,"
Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.",Not Rated,173 min,"Drama, Romance",Edward Yang,"Nien-Jen Wu, 
Elaine Jin, 
Issei Ogata, 
Kelly Lee",8.1
Underground,"
A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",Not Rated,167 min,"Comedy, Drama, Fantasy",Emir Kusturica,"Predrag 'Miki' Manojlovic, 
Lazar Ristovski, 
Mirjana Jokovic, 
Slavko Stimac",8.1
A Prophet,"
A young Algerian man is sent to a French prison.",R,155 min,"Crime, Drama",Jacques Audiard,"Tahar Rahim, 
Niels Arestrup, 
Adel Bencherif, 
Reda Kateb",7.8
The Conformist,"
A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",R,113 min,Drama,Bernardo Bertolucci,"Jean-Louis Trintignant, 
Stefania Sandrelli, 
Gastone Moschin, 
Enzo Tarascio",7.9
The Message,"
This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.",PG,177 min,"Biography, Drama, History",Moustapha Akkad,"Anthony Quinn, 
Irene Papas, 
Michael Ansara, 
Johnny Sekka",8.1
Kal Ho Naa Ho,"
Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Not Rated,186 min,"Comedy, Drama, Musical",Nikkhil Advani,"Preity G Zinta, 
Shah Rukh Khan, 
Saif Ali Khan, 
Jaya Bachchan",7.9
The Killer,"
A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.",R,111 min,"Action, Crime, Drama",John Woo,"Chow Yun-Fat, 
Danny Lee, 
Sally Yeh, 
Kong Chu",7.8
Lagaan: Once Upon a Time in India,"
The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.",PG,224 min,"Drama, Musical, Sport",Ashutosh Gowariker,"Aamir Khan, 
Raghubir Yadav, 
Gracy Singh, 
Rachel Shelley",8.1
"I, Daniel Blake","
After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",R,100 min,Drama,Ken Loach,"Dave Johns, 
Hayley Squires, 
Sharon Percy, 
Briana Shann",7.8
Mr. Smith Goes to Washington,"
A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",Passed,129 min,"Comedy, Drama",Frank Capra,"James Stewart, 
Jean Arthur, 
Claude Rains, 
Edward Arnold",8.1
Brief Encounter,"
Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",Not Rated,86 min,"Drama, Romance",David Lean,"Celia Johnson, 
Trevor Howard, 
Stanley Holloway, 
Joyce Carey",8.0
Chhichhore,"
A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Not Rated,143 min,"Comedy, Drama, Romance",Nitesh Tiwari,"Sushant Singh Rajput, 
Shraddha Kapoor, 
Varun Sharma, 
Prateik Patil Babbar",8.3
The Thin Man,"
Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",TV-PG,91 min,"Comedy, Crime, Mystery",W.S. Van Dyke,"William Powell, 
Myrna Loy, 
Maureen O'Sullivan, 
Nat Pendleton",7.9
Stalag 17,"
After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Not Rated,120 min,"Comedy, Drama, War",Billy Wilder,"William Holden, 
Don Taylor, 
Otto Preminger, 
Robert Strauss",8.0
Pather Panchali,"
Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",Not Rated,125 min,Drama,Satyajit Ray,"Kanu Bannerjee, 
Karuna Bannerjee, 
Subir Banerjee, 
Chunibala Devi",8.2
Bringing Up Baby,"
While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Passed,102 min,Comedy,Howard Hawks,"Katharine Hepburn, 
Cary Grant, 
Charles Ruggles, 
Walter Catlett",7.8
Mildred Pierce,"
A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.",Approved,111 min,"Crime, Drama, Film-Noir",Michael Curtiz,"Joan Crawford, 
Jack Carson, 
Zachary Scott, 
Eve Arden",7.9
Hedwig and the Angry Inch,"
A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.",R,95 min,"Comedy, Drama, Music",John Cameron Mitchell,"John Cameron Mitchell, 
Miriam Shor, 
Stephen Trask, 
Theodore Liscinski",7.7
The Innocents,"
A young governess for two children becomes convinced that the house and grounds are haunted.",Not Rated,100 min,Horror,Jack Clayton,"Deborah Kerr, 
Peter Wyngarde, 
Megs Jenkins, 
Michael Redgrave",7.8
Kagemusha,"
A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.",PG,162 min,"Drama, History, War",Akira Kurosawa,"Tatsuya Nakadai, 
Tsutomu Yamazaki, 
Ken'ichi Hagiwara, 
Jinpachi Nezu",7.9
Inherit the Wind,"
Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",Passed,128 min,"Biography, Drama, History",Stanley Kramer,"Spencer Tracy, 
Fredric March, 
Gene Kelly, 
Dick York",8.1
Nobody Knows,"
In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",PG-13,141 min,Drama,Hirokazu Koreeda,"Yûya Yagira, 
Ayu Kitaura, 
Hiei Kimura, 
Momoko Shimizu",8.0
Winter Sleep,"
A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.",Not Rated,196 min,Drama,Nuri Bilge Ceylan,"Haluk Bilginer, 
Melisa Sözen, 
Demet Akbag, 
Ayberk Pekcan",8.1
The Salesman,"
While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",PG-13,124 min,"Drama, Thriller",Asghar Farhadi,"Taraneh Alidoosti, 
Shahab Hosseini, 
Babak Karimi, 
Mina Sadati",7.7
The Big Heat,"
Tough cop Dave Bannion takes on a politically powerful crime syndicate.",Passed,89 min,"Crime, Film-Noir, Thriller",Fritz Lang,"Glenn Ford, 
Gloria Grahame, 
Jocelyn Brando, 
Alexander Scourby",7.9
Cléo from 5 to 7,"
Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",Not Rated,90 min,"Comedy, Drama, Music",Agnès Varda,"Corinne Marchand, 
Antoine Bourseiller, 
Dominique Davray, 
Dorothée Blanck",7.9
Dilwale Dulhania Le Jayenge,"
When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Not Rated,181 min,"Drama, Romance",Aditya Chopra,"Shah Rukh Khan, 
Kajol, 
Amrish Puri, 
Farida Jalal",8.0
Kantara,"
When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.",Not Rated,148 min,"Action, Adventure, Drama",Rishab Shetty,"Rishab Shetty, 
Kishore Kumar G., 
Achyuth Kumar, 
Sapthami Gowda",8.3
In Cold Blood,"
Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",R,134 min,"Biography, Crime, Drama",Richard Brooks,"Robert Blake, 
Scott Wilson, 
John Forsythe, 
Paul Stewart",7.9
Ayla: The Daughter of War,"
Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind.",7+,125 min,"Biography, Drama, History",Can Ulkay,"Çetin Tekindor, 
Ismail Hacioglu, 
Kyung-jin Lee, 
Kim Seol",8.3
Shine,"
Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",PG-13,105 min,"Biography, Drama, Music",Scott Hicks,"Geoffrey Rush, 
Armin Mueller-Stahl, 
Justin Braine, 
Sonia Todd",7.6
Persepolis,"
A precocious and outspoken Iranian girl grows up during the Islamic Revolution.",PG-13,96 min,"Animation, Biography, Drama","Vincent Paronnaud, 
Marjane Satrapi","Chiara Mastroianni, 
Catherine Deneuve, 
Gena Rowlands, 
Danielle Darrieux",8.0
Sweet Smell of Success,"
Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.",Approved,96 min,"Drama, Film-Noir",Alexander Mackendrick,"Burt Lancaster, 
Tony Curtis, 
Susan Harrison, 
Martin Milner",8.0
The Asphalt Jungle,"
A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",Passed,112 min,"Crime, Drama, Film-Noir",John Huston,"Sterling Hayden, 
Louis Calhern, 
Jean Hagen, 
James Whitmore",7.8
Down by Law,"
Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",R,107 min,"Comedy, Crime, Drama",Jim Jarmusch,"Tom Waits, 
John Lurie, 
Roberto Benigni, 
Nicoletta Braschi",7.7
The Kid,"
The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Passed,68 min,"Comedy, Drama, Family",Charles Chaplin,"Charles Chaplin, 
Edna Purviance, 
Jackie Coogan, 
Carl Miller",8.2
Diabolique,"
The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.",Not Rated,117 min,"Crime, Drama, Horror",Henri-Georges Clouzot,"Simone Signoret, 
Véra Clouzot, 
Paul Meurisse, 
Charles Vanel",8.1
Rocketry: The Nambi Effect,"
Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him.",Not Rated,157 min,"Biography, Drama",Madhavan,"Madhavan, 
Simran, 
Rajit Kapoor, 
Ravi Raghavendra",8.7
The Virgin Spring,"
In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.",Not Rated,89 min,Drama,Ingmar Bergman,"Max von Sydow, 
Birgitta Valberg, 
Gunnel Lindblom, 
Birgitta Pettersson",8.1
The General,"
After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",Passed,78 min,"Action, Adventure, Comedy","Clyde Bruckman, 
Buster Keaton","Buster Keaton, 
Marion Mack, 
Glen Cavender, 
Jim Farley",8.1
Nostalghia,"
A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",Not Rated,125 min,Drama,Andrei Tarkovsky,"Oleg Yankovskiy, 
Erland Josephson, 
Domiziana Giordano, 
Patrizia Terreno",7.9
K.G.F: Chapter 1,"
In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the K.G.F.",Not Rated,156 min,"Action, Crime, Drama",Prashanth Neel,"Yash, 
Srinidhi Shetty, 
Ramachandra Raju, 
Archana Jois",8.2
The Chorus,"
The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.",PG-13,97 min,"Drama, Music",Christophe Barratier,"Gérard Jugnot, 
François Berléand, 
Jean-Baptiste Maunier, 
Kad Merad",7.8
Confessions,"
A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.",Not Rated,106 min,"Drama, Thriller",Tetsuya Nakashima,"Takako Matsu, 
Yoshino Kimura, 
Masaki Okada, 
Yukito Nishii",7.7
Adam's Apples,"
A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.",R,94 min,"Comedy, Crime, Drama",Anders Thomas Jensen,"Ulrich Thomsen, 
Mads Mikkelsen, 
Nicolas Bro, 
Paprika Steen",7.7
"Spring, Summer, Fall, Winter... and Spring","
A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.",R,103 min,"Drama, Romance",Kim Ki-duk,"Kim Ki-duk, 
Oh Yeong-su, 
Jong-ho Kim, 
Kim Young-min",8.0
Vikram Vedha,"
Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",Not Rated,147 min,"Action, Crime, Drama","Gayatri, 
Pushkar, 
Gowtham Selvaraj","Madhavan, 
Vijay Sethupathi, 
Shraddha Srinath, 
Kathir",8.2
Sleuth,"
A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",PG,138 min,"Mystery, Thriller",Joseph L. Mankiewicz,"Laurence Olivier, 
Michael Caine, 
Alec Cawthorne, 
John Matthews",8.0
The Lunchbox,"
A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.",PG,104 min,"Drama, Romance",Ritesh Batra,"Irrfan Khan, 
Nimrat Kaur, 
Nawazuddin Siddiqui, 
Lillete Dubey",7.8
Evil,"
A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Not Rated,113 min,Drama,Mikael Håfström,"Andreas Wilson, 
Henrik Lundström, 
Gustaf Skarsgård, 
Linda Zilliacus",7.7
The Triplets of Belleville,"
When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",PG-13,80 min,"Animation, Adventure, Comedy",Sylvain Chomet,"Michèle Caucheteux, 
Jean-Claude Donda, 
Michel Robin, 
Monica Viegas",7.7
The Experiment,"
For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",R,120 min,"Drama, Thriller",Oliver Hirschbiegel,"Moritz Bleibtreu, 
Christian Berkel, 
Oliver Stokowski, 
Wotan Wilke Möhring",7.7
The Hidden Fortress,"
Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Not Rated,126 min,"Action, Adventure, Drama",Akira Kurosawa,"Toshirô Mifune, 
Misa Uehara, 
Minoru Chiaki, 
Kamatari Fujiwara",8.1
Sunrise,"
A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.",Passed,94 min,"Drama, Romance",F.W. Murnau,"George O'Brien, 
Janet Gaynor, 
Margaret Livingston, 
Bodil Rosing",8.1
About Elly,"
The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.",TV-PG,119 min,"Drama, Mystery",Asghar Farhadi,"Golshifteh Farahani, 
Shahab Hosseini, 
Taraneh Alidoosti, 
Sajjad Dolati",7.9
Joint Security Area,"
After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.",Not Rated,110 min,"Action, Drama, Thriller",Park Chan-wook,"Lee Yeong-ae, 
Lee Byung-hun, 
Song Kang-ho, 
Kim Tae-woo",7.7
The Passion of Joan of Arc,"
In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Passed,114 min,"Biography, Drama, History",Carl Theodor Dreyer,"Maria Falconetti, 
Eugene Silvain, 
André Berley, 
Maurice Schutz",8.1
Shershaah,"
Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.",TV-14,135 min,"Action, Biography, Drama",Vishnuvardhan,"Sidharth Malhotra, 
Kiara Advani, 
Shiv Panditt, 
Pranay Pachauri",8.3
